1979	7	26.408	1.568	1.568
1979	8	26.078	0.999	0.999
1979	9	26.136	0.325	0.325
1979	10	26.055	-0.028	-0.028
1979	11	26.605	0.154	0.154
1979	12	26.339	-0.352	-0.352
1980	1	26.857	0.032	0.032
1980	2	26.803	0.787	0.787
1980	3	26.675	1.383	1.383
1980	4	27.216	1.822	1.822
1980	5	27.444	3.298	3.298
1980	6	27.211	1.402	1.402
1980	7	26.639	0.582	0.582
1980	8	26.183	1.538	1.538
1980	9	26.186	0.117	0.117
1980	10	26.313	-0.385	-0.385
1980	11	26.275	-1.059	-1.059
1980	12	26.138	-0.425	-0.425
1981	1	26.11	-0.077	-0.077
1981	2	26.347	0.506	0.506
1981	3	26.99	1.707	1.707
1981	4	27.094	2.193	2.193
1981	5	27.495	3.693	3.693
1981	6	26.939	1.856	1.856
1981	7	26.418	1.559	1.559
1981	8	26.189	0.326	0.326
1981	9	26.231	1.497	1.497
1981	10	26.276	-0.808	-0.808
1981	11	26.156	-1.43	-1.43
1981	12	25.994	-0.932	-0.932
1982	1	26.332	0.76	0.76
1982	2	26.458	0.507	0.507
1982	3	26.674	2.015	2.015
1982	4	26.979	2.52	2.52
1982	5	27.055	2.655	2.655
1982	6	26.854	2.223	2.223
1982	7	26.183	1.595	1.595
1982	8	25.936	0.762	0.762
1982	9	25.73	0.656	0.656
1982	10	25.907	0.259	0.259
1982	11	26.49	0.109	0.109
1982	12	26.723	-0.087	-0.087
1983	1	27.063	1.055	1.055
1983	2	27.413	0.5	0.5
1983	3	27.816	1.108	1.108
1983	4	27.888	1.898	1.898
1983	5	27.417	4.522	4.522
1983	6	27.185	2.401	2.401
1983	7	26.689	1.705	1.705
1983	8	26.54	1.038	1.038
1983	9	26.331	1.772	1.772
1983	10	26.578	-0.623	-0.623
1983	11	26.373	-2.221	-2.221
1983	12	26.307	-0.34	-0.34
1984	1	26.534	0.72	0.72
1984	2	26.634	0.392	0.392
1984	3	26.684	0.634	0.634
1984	4	26.915	1.969	1.969
1984	5	27.158	2.571	2.571
1984	6	26.746	0.594	0.594
1984	7	26.544	1.391	1.391
1984	8	25.914	0.715	0.715
1984	9	26.097	0.724	0.724
1984	10	26.253	-0.25	-0.25
1984	11	26.459	-1.244	-1.244
1984	12	26.391	-0.666	-0.666
1985	1	26.647	0.597	0.597
1985	2	27.156	0.046	0.046
1985	3	27.01	0.467	0.467
1985	4	27.283	1.028	1.028
1985	5	27.311	2.866	2.866
1985	6	26.864	1.075	1.075
1985	7	26.348	1.547	1.547
1985	8	26.11	0.332	0.332
1985	9	26.089	0.405	0.405
1985	10	26.228	-0.624	-0.624
1985	11	26.101	-1.386	-1.386
1985	12	26.202	-0.303	-0.303
1986	1	26.639	-0.086	-0.086
1986	2	26.594	0.624	0.624
1986	3	26.932	1.24	1.24
1986	4	27.14	2.264	2.264
1986	5	27.266	3.172	3.172
1986	6	26.998	1.605	1.605
1986	7	26.396	1.32	1.32
1986	8	26.07	0.049	0.049
1986	9	26.008	0.42	0.42
1986	10	26.249	-0.115	-0.115
1986	11	26.031	-0.762	-0.762
1986	12	26.555	0.063	0.063
1987	1	26.791	-0.221	-0.221
1987	2	26.819	0.806	0.806
1987	3	27.465	1.119	1.119
1987	4	27.464	1.983	1.983
1987	5	27.603	2.445	2.445
1987	6	27.555	2.065	2.065
1987	7	26.892	1.044	1.044
1987	8	26.478	1.616	1.616
1987	9	26.119	1.405	1.405
1987	10	26.522	0.334	0.334
1987	11	26.445	-1.335	-1.335
1987	12	26.534	-0.91	-0.91
1988	1	26.964	0.26	0.26
1988	2	27.1	1.537	1.537
1988	3	27.603	1.802	1.802
1988	4	27.401	2.757	2.757
1988	5	27.576	3.165	3.165
1988	6	27.179	1.409	1.409
1988	7	26.663	1.876	1.876
1988	8	26.341	1.707	1.707
1988	9	26.269	0.748	0.748
1988	10	26.142	-0.432	-0.432
1988	11	26.227	-2.333	-2.333
1988	12	26.146	-0.587	-0.587
1989	1	26.857	0.233	0.233
1989	2	26.465	-0.163	-0.163
1989	3	26.675	0.613	0.613
1989	4	26.989	0.599	0.599
1989	5	27.135	1.907	1.907
1989	6	26.546	2.047	2.047
1989	7	26.523	1.341	1.341
1989	8	26.397	0.621	0.621
1989	9	26.245	1.185	1.185
1989	10	26.172	-1.18	-1.18
1989	11	26.411	-0.158	-0.158
1989	12	26.654	-0.505	-0.505
1990	1	26.913	-0.731	-0.731
1990	2	26.962	1.297	1.297
1990	3	27.031	1.706	1.706
1990	4	27.521	1.801	1.801
1990	5	27.478	3.308	3.308
1990	6	27.117	2.239	2.239
1990	7	26.336	1.537	1.537
1990	8	26.477	0.923	0.923
1990	9	26.424	1.127	1.127
1990	10	26.616	-0.779	-0.779
1990	11	26.345	-1.856	-1.856
1990	12	26.606	-0.288	-0.288
1991	1	26.85	-0.31	-0.31
1991	2	26.811	1.149	1.149
1991	3	27.199	1.463	1.463
1991	4	27.211	1.274	1.274
1991	5	27.405	2.955	2.955
1991	6	27.198	2.895	2.895
1991	7	26.431	1.855	1.855
1991	8	25.946	0.686	0.686
1991	9	25.884	0.324	0.324
1991	10	26.158	-1.345	-1.345
1991	11	25.604	-0.927	-0.927
1991	12	26.178	-0.017	-0.017
1992	1	26.342	0.063	0.063
1992	2	26.867	0.283	0.283
1992	3	26.949	-0.051	-0.051
1992	4	27.143	1.012	1.012
1992	5	27.327	2.638	2.638
1992	6	27.283	2.78	2.78
1992	7	26.868	1.822	1.822
1992	8	26.188	1.065	1.065
1992	9	26.179	0.53	0.53
1992	10	25.94	-0.855	-0.855
1992	11	25.288	-0.951	-0.951
1992	12	25.486	-0.559	-0.559
1993	1	25.818	-0.331	-0.331
1993	2	25.729	0.938	0.938
1993	3	26.534	1.162	1.162
1993	4	26.488	2.024	2.024
1993	5	26.873	3.385	3.385
1993	6	26.958	2.142	2.142
1993	7	26.472	1.124	1.124
1993	8	26.184	0.95	0.95
1993	9	26.153	1.488	1.488
1993	10	26.077	-0.062	-0.062
1993	11	26.35	-0.267	-0.267
1993	12	26.251	-0.566	-0.566
1994	1	26.332	-0.143	-0.143
1994	2	26.686	1.172	1.172
1994	3	26.624	1.104	1.104
1994	4	26.73	2.149	2.149
1994	5	26.586	2.961	2.961
1994	6	26.298	2.14	2.14
1994	7	25.356	1.004	1.004
1994	8	24.679	0.765	0.765
1994	9	24.618	0.065	0.065
1994	10	24.731	0.108	0.108
1994	11	25.913	-1.096	-1.096
1994	12	25.995	-0.883	-0.883
1995	1	26.659	-0.612	-0.612
1995	2	26.833	0.682	0.682
1995	3	26.542	0.848	0.848
1995	4	26.736	1.108	1.108
1995	5	26.95	0.848	0.848
1995	6	27.139	2.938	2.938
1995	7	26.695	1.82	1.82
1995	8	26.328	1.138	1.138
1995	9	26.237	0.698	0.698
1995	10	26.169	-0.916	-0.916
1995	11	26.428	-2.424	-2.424
1995	12	26.075	-0.283	-0.283
1996	1	26.19	0.265	0.265
1996	2	26.369	1.476	1.476
1996	3	26.902	1.067	1.067
1996	4	26.929	2.293	2.293
1996	5	27.126	2.436	2.436
1996	6	27.03	2.49	2.49
1996	7	26.684	1.731	1.731
1996	8	26.285	1.845	1.845
1996	9	26.269	0.794	0.794
1996	10	26.398	-0.874	-0.874
1996	11	26.066	-1.496	-1.496
1996	12	26.228	-1.766	-1.766
1997	1	26.431	0.286	0.286
1997	2	26.538	0.214	0.214
1997	3	26.407	0.496	0.496
1997	4	26.848	1.492	1.492
1997	5	27.211	1.579	1.579
1997	6	27.196	1.548	1.548
1997	7	26.146	0.909	0.909
1997	8	25.662	0.582	0.582
1997	9	25.588	0.698	0.698
1997	10	25.001	0.002	0.002
1997	11	25.378	-0.208	-0.208
1997	12	26.027	0.018	0.018
1998	1	26.778	-0.04	-0.04
1998	2	27.337	0.584	0.584
1998	3	27.746	1.116	1.116
1998	4	28.18	2.373	2.373
1998	5	28.166	2.427	2.427
1998	6	27.746	2.102	2.102
1998	7	27.474	1.642	1.642
1998	8	27.074	1.784	1.784
1998	9	26.991	1.357	1.357
1998	10	26.845	-0.19	-0.19
1998	11	26.521	-1.288	-1.288
1998	12	26.513	-0.97	-0.97
1999	1	26.384	-0.176	-0.176
1999	2	26.396	0.273	0.273
1999	3	26.668	-0.127	-0.127
1999	4	26.691	1.993	1.993
1999	5	26.605	2.338	2.338
1999	6	26.634	1.932	1.932
1999	7	26.342	1.475	1.475
1999	8	26.143	0.871	0.871
1999	9	26.176	1.381	1.381
1999	10	26.144	-1.117	-1.117
1999	11	26.063	-1.496	-1.496
1999	12	26.321	-1.041	-1.041
2000	1	26.768	-0.353	-0.353
2000	2	26.885	0.847	0.847
2000	3	26.681	1.312	1.312
2000	4	27.201	2.715	2.715
2000	5	27.408	2.509	2.509
2000	6	27.528	1.741	1.741
2000	7	26.716	1.077	1.077
2000	8	26.169	0.216	0.216
2000	9	26.366	0.87	0.87
2000	10	26.139	-1.299	-1.299
2000	11	26.346	-0.212	-0.212
2000	12	26.515	-1.079	-1.079
2001	1	26.935	-0.145	-0.145
2001	2	26.858	0.382	0.382
2001	3	26.974	1.672	1.672
2001	4	27.1	1.919	1.919
2001	5	27.123	2.288	2.288
2001	6	26.945	1.078	1.078
2001	7	26.563	0.445	0.445
2001	8	26.492	-0.255	-0.255
2001	9	26.464	0.351	0.351
2001	10	26.368	-0.403	-0.403
2001	11	26.555	-0.774	-0.774
2001	12	26.31	-0.544	-0.544
2002	1	27.128	0.732	0.732
2002	2	27.06	0.918	0.918
2002	3	27.501	1.794	1.794
2002	4	27.595	3.115	3.115
2002	5	27.655	1.981	1.981
2002	6	27.12	2.374	2.374
2002	7	26.87	0.783	0.783
2002	8	26.259	0.893	0.893
2002	9	26.019	0.099	0.099
2002	10	26.07	-0.493	-0.493
2002	11	26.1	-2.051	-2.051
2002	12	26.843	-0.422	-0.422
2003	1	26.854	-0.309	-0.309
2003	2	27.066	0.933	0.933
2003	3	26.941	1.611	1.611
2003	4	27.433	2.363	2.363
2003	5	27.338	2.376	2.376
2003	6	27.046	2.411	2.411
2003	7	26.388	1.153	1.153
2003	8	25.875	0.58	0.58
2003	9	26.041	1.375	1.375
2003	10	26.214	-0.388	-0.388
2003	11	26.135	-0.683	-0.683
2003	12	26.419	-1.398	-1.398
2004	1	26.749	0.577	0.577
2004	2	26.996	0.112	0.112
2004	3	27.193	0.863	0.863
2004	4	27.4	2.637	2.637
2004	5	27.201	2.573	2.573
2004	6	26.811	2.069	2.069
2004	7	26.525	1.258	1.258
2004	8	26.239	0.762	0.762
2004	9	26.261	0.272	0.272
2004	10	26.266	-0.747	-0.747
2004	11	26.313	-1.032	-1.032
2004	12	26.499	-0.156	-0.156
2005	1	26.902	0.337	0.337
2005	2	27.397	0.363	0.363
2005	3	27.706	1.931	1.931
2005	4	27.496	2.121	2.121
2005	5	27.487	2.614	2.614
2005	6	27.33	1.553	1.553
2005	7	26.727	1.652	1.652
2005	8	26.445	0.906	0.906
2005	9	26.635	0.432	0.432
2005	10	26.72	-0.919	-0.919
2005	11	26.476	-1.509	-1.509
2005	12	26.646	-1.503	-1.503
2006	1	26.383	-0.395	-0.395
2006	2	26.604	0.641	0.641
2006	3	26.984	1.004	1.004
2006	4	26.795	2.603	2.603
2006	5	27.141	2.92	2.92
2006	6	27.049	1.82	1.82
2006	7	26.662	1.413	1.413
2006	8	26.115	0.996	0.996
2006	9	25.165	0.547	0.547
2006	10	25.364	-0.551	-0.551
2006	11	25.946	-0.699	-0.699
2006	12	26.509	-0.566	-0.566
2007	1	26.84	-0.172	-0.172
2007	2	27.281	1.238	1.238
2007	3	27.127	1.077	1.077
2007	4	27.232	2.274	2.274
2007	5	27.363	2.184	2.184
2007	6	27.101	1.854	1.854
2007	7	26.769	1.642	1.642
2007	8	26.426	0.876	0.876
2007	9	25.757	0.361	0.361
2007	10	25.799	-0.897	-0.897
2007	11	26.247	-1.782	-1.782
2007	12	26.873	-1.395	-1.395
2008	1	26.845	-1.111	-1.111
2008	2	26.926	0.18	0.18
2008	3	26.905	0.808	0.808
2008	4	26.953	2.146	2.146
2008	5	26.55	2.071	2.071
2008	6	26.517	1.214	1.214
2008	7	25.989	1.382	1.382
2008	8	26.079	0.998	0.998
2008	9	26.239	0.203	0.203
2008	10	26.423	-0.812	-0.812
2008	11	26.762	-0.947	-0.947
2008	12	26.244	0.028	0.028
2009	1	26.501	0.102	0.102
2009	2	26.677	-0.046	-0.046
2009	3	26.934	0.177	0.177
2009	4	27.442	0.88	0.88
2009	5	27.386	2.221	2.221
2009	6	27.004	1.523	1.523
2009	7	26.605	1.001	1.001
2009	8	26.254	0.814	0.814
2009	9	26.504	0.027	0.027
2009	10	26.541	-0.941	-0.941
2009	11	26.562	-0.929	-0.929
2009	12	26.725	-0.542	-0.542
2010	1	26.969	-0.565	-0.565
2010	2	27.564	0.03	0.03
2010	3	27.758	0.186	0.186
2010	4	27.504	2.613	2.613
2010	5	27.888	3.238	3.238
2010	6	27.264	2.217	2.217
2010	7	26.926	1.544	1.544
2010	8	26.982	1.194	1.194
2010	9	26.82	0.324	0.324
2010	10	26.73	-1.046	-1.046
2010	11	26.68	-0.316	-0.316
2010	12	26.29	-1.298	-1.298
2011	1	26.433	-0.225	-0.225
2011	2	26.961	0.466	0.466
2011	3	26.9	1.19	1.19
2011	4	27.178	2.257	2.257
2011	5	27.304	2.88	2.88
2011	6	27.221	1.851	1.851
2011	7	26.715	1.658	1.658
2011	8	26.42	1.565	1.565
2011	9	25.777	0.288	0.288
2011	10	26.4	-1.002	-1.002
2011	11	26.351	-0.816	-0.816
2011	12	27.083	-0.483	-0.483
2012	1	26.672	0.203	0.203
2012	2	26.461	0.081	0.081
2012	3	26.696	0.25	0.25
2012	4	26.871	2.615	2.615
2012	5	27.297	2.182	2.182
2012	6	26.923	2.224	2.224
2012	7	26.566	1.406	1.406
2012	8	26.142	0.994	0.994
2012	9	25.805	0.521	0.521
2012	10	26.248	-0.193	-0.193
2012	11	26.455	-0.842	-0.842
2012	12	26.806	-0.378	-0.378
2013	1	26.935	-0.065	-0.065
2013	2	27.087	-0.075	-0.075
2013	3	27.136	1.037	1.037
2013	4	27.405	2.751	2.751
2013	5	27.286	3.193	3.193
2013	6	27.261	1.324	1.324
2013	7	26.68	0.341	0.341
2013	8	26.824	0.492	0.492
2013	9	26.49	0.539	0.539
2013	10	26.474	0.709	0.709
2013	11	26.675	-0.942	-0.942
2013	12	26.843	-0.097	-0.097
2014	1	26.595	0.201	0.201
2014	2	27.119	1.007	1.007
2014	3	27.508	1.262	1.262
2014	4	27.794	1.721	1.721
2014	5	27.741	3.134	3.134
2014	6	27.69	2.138	2.138
2014	7	27.1	0.957	NA
2014	8	NA	NA	NA
2014	9	NA	NA	NA
2014	10	NA	NA	NA
